id,epsfiy
12860,0.7801996
12908,-0.19725929
12956,0.090132
13004,0.34694052
13052,1.2467047
13100,0.5898838
13148,1.727782
13196,2.1562555
13244,-0.48310027
13292,1.4687357
13340,0.090132
13388,0.7423058
13436,1.727782
13484,0.5898838
13532,0.5898838
13580,2.648564
13628,1.9705575
13676,1.7199917
13724,1.7639126
13772,1.214393
13820,-0.73995584
13868,1.727782
13916,1.133507
13964,1.8021634
14012,2.0527291
14060,0.37925225
14108,4.450175
14156,3.1369534
14204,1.2467047
14252,1.8659054
14300,1.2467047
14348,1.7199917
14396,0.5927697
14444,1.3458523
14492,0.34694052
14540,0.89651626
14588,1.68768
14636,1.2467047
14684,0.090132
14732,0.42881992
14780,-0.33471492
14828,-1.4922885
14876,2.7498095
14924,8.017255
14972,3.7995312
15020,0.5604579
15068,0.22097872
15116,1.7199917
15164,0.09981495
15212,1.4337943
15260,1.2467047
15308,1.727782
15356,2.0767028
15404,5.4442053
15452,1.7199917
15500,-3.0146644
15548,1.2467047
15596,-0.19725929
15644,1.7199917
15692,1.2467047
15740,1.214393
15788,0.9560535
15836,1.2467047
15884,2.1562555
15932,-0.8576277
15980,2.179709
16028,1.2467047
16076,0.18866698
16124,1.2467047
16172,1.75976
16220,1.2467047
16268,-0.73995584
16316,3.8055725
16364,2.1562555
16412,1.2467047
16460,2.5383627
16508,2.5303924
16556,0.2983974
16604,0.122443736
16652,-0.21701853
16700,1.2493345
16748,0.5042055
16796,1.8470134
16844,0.8125114
16892,0.41370377
16940,3.2782345
16988,1.3522269
17036,1.214393
17084,1.384946
17132,1.2467047
17180,1.8002331
17228,1.7199917
17276,1.2467047
17324,-0.27156526
17372,1.2467047
17420,1.2857983
17468,1.4687357
17516,1.2467047
17564,-0.106655985
17612,-0.106655985
17660,0.5898838
17708,1.2467047
17756,-0.57991695
17804,-0.48310027
17852,-0.106655985
17900,0.2983974
17948,1.6928406
17996,2.0150964
18044,0.8125114
18092,0.5604579
18140,2.171612
18188,-0.041334026
18236,1.9121835
18284,0.5898838
18332,-4.134898
18380,0.5927697
18428,0.34694052
18476,1.2857983
18524,-0.07434425
18572,2.648564
18620,1.8021634
18668,1.7199917
18716,0.22940229
18764,1.2467047
18812,2.0767028
18860,7.0199203
18908,1.2467047
18956,1.75976
19004,1.7199917
19052,1.7199917
19100,1.2816461
19148,1.8261371
19196,1.2467047
19244,1.4337943
19292,0.34694052
19340,-1.4922885
19388,-0.106655985
19436,-3.5037122
19484,1.7185429
19532,1.214393
19580,1.214393
19628,0.7801996
19676,1.2467047
19724,1.2467047
19772,0.18866698
19820,-3.1615431
19868,1.8021634
19916,1.2816461
19964,0.2983974
20012,3.3878548
20060,1.8419317
20108,2.0767028
20156,-4.134898
20204,1.75976
20252,-0.73995584
20300,0.4460155
20348,1.6850502
20396,6.2137237
20444,1.8021634
20492,2.0832756
20540,2.0527291
20588,2.7724912
20636,1.2467047
20684,-1.2081494
20732,1.2816461
20780,1.8002331
20828,1.214393
20876,0.5604579
20924,0.42881992
20972,1.2467047
21020,1.7199917
21068,0.7801996
21116,1.7199917
21164,1.2816461
21212,1.214393
21260,1.4337943
21308,1.6527386
21356,-0.27156526
21404,1.7199917
21452,0.8125114
21500,-1.3454098
21548,-0.041334026
21596,1.214393
21644,-0.19725929
21692,3.1452923
21740,0.7801996
21788,1.2467047
21836,1.2467047
21884,0.090132
21932,1.3522269
21980,0.34694052
22028,-0.07434425
22076,-0.57991695
22124,0.2983974
22172,2.19183
22220,0.5898838
22268,0.8738617
22316,1.7199917
22364,2.9606981
22412,1.8419317
22460,0.090132
22508,1.727782
22556,-0.041334026
22604,-0.07434425
22652,0.6829987
22700,1.1996661
22748,1.8419317
22796,0.5898838
22844,0.8991459
22892,1.8021634
22940,3.7617426
22988,1.214393
23036,1.7199917
23084,-0.48310027
23132,0.41370377
23180,1.2467047
23228,0.38188195
23276,-0.041334026
23324,0.7801996
23372,0.5604579
23420,1.7199917
23468,0.7801996
23516,3.5067375
23564,-0.106655985
23612,1.2467047
23660,3.7253146
23708,1.2467047
23756,1.2467047
23804,3.9194953
23852,0.37047756
23900,-0.36578485
23948,1.214393
23996,1.6850502
24044,1.2816461
24092,1.9705575
24140,1.2816461
24188,0.8125114
24236,0.41370377
24284,0.090132
24332,1.7199917
24380,2.1689928
24428,1.8388743
24476,0.34694052
24524,2.0767028
24572,1.8419317
24620,1.214393
24668,2.1303515
24716,2.318446
24764,1.2467047
24812,1.7199917
24860,1.0605412
24908,0.34694052
24956,0.7801996
25004,1.8261371
25052,1.2467047
25100,1.8986918
25148,-0.041334026
25196,0.34694052
25244,-1.2081494
25292,-0.106655985
25340,0.18866698
25388,1.2467047
25436,1.7199917
25484,0.8125114
25532,1.214393
25580,1.2508569
25628,1.2816461
25676,1.8419317
25724,7.214888
25772,1.4337943
25820,1.8659054
25868,-3.1615431
25916,1.214393
25964,1.2816461
26012,0.62790823
26060,2.0767028
26108,0.89651626
26156,0.7801996
26204,0.5604579
26252,1.7199917
26300,2.799144
26348,1.5446591
26396,1.2324498
26444,-0.48310027
26492,0.5596667
26540,2.7510853
26588,1.2816461
26636,2.1562555
26684,0.5898838
26732,0.7801996
26780,3.7253146
26828,1.7199917
26876,-0.73995584
26924,2.0527291
26972,-0.106655985
27020,2.0767028
27068,0.30114397
27116,-2.5889423
27164,4.2000875
27212,1.2467047
27260,3.2418692
27308,3.2517495
27356,1.8021634
27404,1.2467047
27452,1.7199917
27500,2.05011
27548,1.2534866
27596,-3.1615431
27644,1.2467047
27692,1.214393
27740,1.2816461
27788,1.5591486
27836,1.6490823
27884,12.64086
27932,0.34694052
27980,1.7199917
28028,1.8261371
28076,1.2467047
28124,1.2816461
28172,1.7199917
28220,0.12507345
28268,1.214393
28316,0.8125114
28364,-1.2781566
28412,-0.106655985
28460,1.0954826
28508,1.7199917
28556,1.2467047
28604,1.2467047
28652,1.0954826
28700,2.19183
28748,1.214393
28796,0.5604579
28844,0.7801996
28892,-0.4681762
28940,1.7199917
28988,2.0832756
29036,1.8021634
29084,0.7801996
29132,2.1322818
29180,2.6322026
29228,1.2467047
29276,1.2816461
29324,0.5898838
29372,-0.041334026
29420,1.2467047
29468,-1.4922885
29516,0.18866698
29564,0.37925225
29612,2.0527291
29660,2.1562555
29708,1.2467047
29756,1.7199917
29804,1.2534866
29852,0.34694052
29900,0.7801996
29948,-1.2081494
29996,-0.73995584
30044,-1.2781566
30092,1.2467047
30140,0.090132
30188,-0.106655985
30236,1.8419317
30284,1.7199917
30332,1.8021634
30380,-0.27156526
30428,1.7199917
30476,0.2983974
30524,1.214393
30572,1.7199917
30620,0.9314577
30668,128.39421
30716,1.2467047
30764,0.090132
30812,0.090132
30860,-0.041334026
30908,1.8021634
30956,0.5604579
31004,2.7238116
31052,1.1499494
31100,-0.27156526
31148,0.5898838
31196,1.7199917
31244,1.214393
31292,-0.8253159
31340,1.2467047
31388,0.7801996
31436,1.7199917
31484,0.41370377
31532,1.214393
31580,-0.57991695
31628,1.7199917
31676,-0.73995584
31724,0.8474528
31772,1.2467047
31820,1.9121835
31868,0.62790823
31916,1.2467047
31964,-0.33471492
32012,-3.0512948
32060,0.34694052
32108,2.0020266
32156,1.0631709
32204,-0.57991695
32252,1.972425
32300,1.2816461
32348,0.5604579
32396,1.9933417
32444,1.6527386
32492,0.34694052
32540,-0.041334026
32588,-0.106655985
32636,-0.27156526
32684,0.090132
32732,1.727782
32780,1.214393
32828,-0.17987426
32876,0.7801996
32924,1.2467047
32972,1.7199917
33020,-0.48310027
33068,1.3172854
33116,0.815141
33164,-1.4922885
33212,0.5898838
33260,1.8021634
33308,1.3458523
33356,1.7199917
33404,-0.27156526
33452,3.1365666
33500,1.2467047
33548,0.3938785
33596,-2.5566306
33692,1.214393
33740,1.4735626
33788,0.5898838
33836,1.0605412
33884,-1.4922885
33932,-1.4922885
33980,1.9933417
34028,1.0812237
34076,0.34694052
34124,2.5383627
34172,1.2467047
34220,0.2983974
34268,0.7801996
34316,1.214393
34364,0.41370377
34412,-0.041334026
34460,-0.041334026
34508,0.5604579
34556,0.7801996
34604,1.2467047
34652,1.2467047
34700,-0.33471492
34748,1.2816461
34796,1.2857983
34844,1.7199917
34892,1.7199917
34940,1.2467047
34988,1.4337943
35036,1.2816461
35084,1.2467047
35132,2.050799
35180,2.9606981
35228,-0.009022281
35276,0.6221956
35324,1.727782
35372,0.2983974
35420,-1.4599768
35468,1.0954826
35516,1.2467047
35564,1.2467047
35612,1.2467047
35660,0.2983974
35708,1.4687357
35756,4.0566883
35804,1.8419317
35852,1.68768
35900,0.7801996
35948,1.2467047
35996,-0.27156526
36044,-0.27156526
36092,1.477406
36140,0.15738519
36188,2.1303515
36236,1.214393
36284,-0.19725929
36332,0.5898838
36380,0.090132
36428,-0.51266366
36476,2.5124588
36524,1.2816461
36572,0.7801996
36620,1.7199917
36668,1.8261371
36716,1.2467047
36764,1.8021634
36812,1.2467047
36860,1.8021634
36908,1.2467047
36956,1.7199917
37004,1.4967908
37052,0.8125114
37100,0.65713704
37148,-0.041334026
37196,-0.16494755
37244,10.169833
37292,1.4014826
37340,0.090132
37388,0.815141
37436,2.1473973
37484,2.457409
37532,0.9314577
37580,-0.041334026
37628,7.955041
37676,1.4337943
37724,0.34694052
37772,1.4014826
37820,-0.19725929
37868,0.5604579
37916,1.2467047
37964,-0.041334026
38012,1.2857983
38060,1.2467047
38108,1.2467047
38156,0.18866698
38204,-0.57991695
38252,3.1836283
38300,1.8021634
38348,-0.19725929
38396,1.2467047
38444,1.727782
38492,1.2467047
38540,0.7801996
38588,1.2467047
38636,1.2816461
38684,1.727782
38732,1.2467047
38780,4.923246
38828,1.214393
38876,1.2467047
38924,-0.07171455
38972,0.34694052
39020,12.516928
39068,0.7801996
39116,-0.57991695
39164,1.2467047
39212,1.7199917
39260,5.3253226
39308,1.2816461
39356,1.2816461
39404,0.9314577
39452,1.7199917
39500,1.2816461
39548,1.2467047
39596,1.2467047
39644,1.2467047
39692,1.2467047
39740,-0.73995584
39788,0.5604579
39836,1.2467047
39884,1.4295571
39932,0.41370377
39980,1.2467047
40028,1.2467047
40076,1.2467047
40124,1.2467047
40172,0.8125114
40220,1.2467047
40268,1.214393
40316,1.7199917
40364,0.090132
40412,0.8125114
40460,1.2467047
40508,0.18866698
40556,0.7801996
40604,0.7801996
40652,1.7199917
40700,1.2467047
40748,1.2467047
40796,1.2467047
40844,1.7199917
40892,1.2467047
40940,1.2467047
40988,-0.8576277
41036,0.18866698
41084,1.2816461
41132,1.2467047
41180,0.2983974
41228,1.6850502
41276,0.7801996
41324,1.2816461
41372,0.37925225
41420,1.7199917
41468,3.9488323
41516,1.7199917
41564,0.5604579
41612,1.8021634
41660,0.6221956
41708,1.2816461
41756,-0.041334026
41804,10.749824
41852,1.214393
41900,1.2467047
41948,1.7199917
41996,1.7248186
42044,0.8125114
42092,2.1568885
42140,1.2467047
42188,-0.17213045
42236,-0.73995584
42284,0.7801996
42332,-1.4922885
42380,0.5898838
42428,0.090132
42476,1.2467047
42524,0.68562835
42572,-0.33471492
42620,0.5898838
42668,0.37925225
42716,-0.041334026
42764,1.8659054
42812,1.2467047
42860,0.5898838
42908,0.8125114
42956,-0.041334026
43004,2.7646492
43052,0.5898838
43100,1.2467047
43148,1.214393
43196,3.9157739
43244,2.0151687
43292,0.090132
43340,0.6221956
43388,-0.041334026
43436,-3.1615431
43484,1.2467047
43532,0.7801996
43580,-0.041334026
43628,1.7199917
43676,0.41370377
43724,0.2983974
43772,1.1101577
43820,1.0954826
43868,-0.57991695
43916,1.2467047
43964,0.9116591
44012,1.7199917
44060,-0.106655985
44108,-0.041334026
44156,-0.041334026
44204,-3.1615431
44252,1.7199917
44300,-0.106655985
44348,-0.106655985
44396,2.1562555
44444,18.054564
44492,-2.5889423
44540,5.3253226
44588,1.477406
44636,0.5927697
44684,1.214393
44732,-0.106655985
44780,1.6850502
44828,1.7199917
44876,0.090132
44924,1.2467047
44972,1.8637503
45020,1.2816461
45068,0.34694052
45116,4.5401483
45164,1.727782
45212,2.0527291
45260,-0.57991695
45308,1.2467047
45356,1.7911956
45404,1.8637503
45452,0.7801996
45500,1.2467047
45548,1.2467047
45596,2.2219436
45644,-0.106655985
45692,-0.009022281
45740,1.1011953
45788,2.0767028
45836,1.8261371
45884,7.7909765
45932,1.7199917
45980,1.8659054
46028,1.8021634
46076,1.7199917
46124,-0.27156526
46172,-0.48310027
46220,0.4460155
46268,1.2467047
46316,0.8125114
46364,1.6492033
46412,0.7801996
46460,0.2983974
46508,2.3107126
46556,0.8125114
46604,1.1352509
46652,1.214393
46700,1.1011953
46748,0.5898838
46796,-0.33471492
46844,-0.041334026
46892,1.7199917
46940,-0.27156526
46988,-0.27156526
47036,2.5124588
47084,-0.041334026
47132,0.8125114
47180,1.2467047
47228,3.4665375
47276,1.214393
47324,1.7716212
47372,3.7215254
47420,2.5690117
47468,-0.27156526
47516,3.7617426
47564,1.214393
47612,1.2816461
47660,0.815141
47708,0.7801996
47756,0.090132
47804,2.7486794
47852,1.214393
47900,-0.106655985
47948,1.7261417
47996,8.828187
48044,1.1352509
48092,0.41370377
48140,1.2467047
48188,0.5898838
48236,0.122443736
48284,1.2048075
48332,1.2467047
48380,0.5009001
48428,1.7199917
48476,0.7801996
48524,1.2467047
48572,1.2816461
48620,0.2983974
48668,2.1322818
48716,1.7199917
48764,2.0767028
48812,1.2467047
48860,3.8510187
48908,0.8125114
48956,2.6322026
49004,-0.57991695
49052,0.5604579
49100,1.8021634
49148,1.2467047
49196,-0.27156526
49244,1.8021634
49292,-0.73995584
49340,1.7639126
49388,0.7801996
49436,1.214393
49484,-0.106655985
49532,3.359145
49580,1.7199917
49628,1.214393
49676,0.5604579
49724,1.214393
49772,1.5097177
49820,1.7199917
49868,1.2467047
49916,-0.106655985
49964,-1.4922885
50012,1.214393
50060,0.41370377
50108,1.2467047
50156,0.41370377
50204,0.18866698
50252,1.214393
50300,-0.44882527
50348,-0.041334026
50396,0.5898838
50444,4.2000875
50492,0.5898838
50540,6.44232
50588,-0.19725929
50636,0.5604579
50684,1.8261371
50732,1.0605412
50780,-0.19725929
50828,1.7199917
50876,3.2517495
50924,-0.041334026
50972,10.176782
51020,0.8991459
51068,1.2467047
51116,1.7199917
51164,5.4442053
51212,1.8002331
51260,1.2467047
51308,0.6221956
51356,0.815141
51404,2.5690117
51452,0.34694052
51500,0.5898838
51548,0.5898838
51596,1.6850502
51644,0.090132
51692,0.5604579
51740,0.34694052
51788,-2.5889423
51836,0.41370377
51884,-0.57991695
51932,3.4684677
51980,-0.09709522
52028,0.5898838
52076,0.34694052
52124,0.46113166
52172,1.2508569
52220,1.4014826
52268,1.214393
52316,1.214393
52364,1.2467047
52412,-0.25195998
52460,1.2816461
52508,1.2467047
52556,1.2467047
52604,-0.041334026
52652,-0.106655985
52700,1.2467047
52748,1.727782
52796,-0.19725929
52844,0.8125114
52892,1.214393
52940,2.1562555
52988,0.090132
53036,-0.041334026
53084,1.2467047
53132,0.5898838
53180,1.7199917
53228,1.5997334
53276,1.2467047
53324,1.8021634
53372,1.214393
53420,1.7199917
53468,0.8125114
53516,3.9954188
53564,2.5140166
53612,0.7801996
53660,0.7801996
53708,0.5927697
53756,-0.48310027
53804,1.214393
53852,1.2467047
53900,-0.73995584
53948,0.5604579
53996,1.214393
54044,-1.8344578
54092,0.090132
54140,1.7199917
54188,0.9935327
54236,1.2816461
54284,0.7801996
54332,0.86611974
54380,0.26241252
54428,0.5898838
54476,-0.16494755
54524,1.0605412
54572,2.179709
54620,1.2467047
54668,2.5383627
54716,2.5383627
54764,1.214393
54812,1.3522269
54860,-0.4007263
54908,1.2467047
54956,-0.106655985
55004,1.7938254
55052,-0.07434425
55100,1.2816461
55148,1.5446591
55196,0.2983974
55244,1.2467047
55292,1.8409648
55340,-0.57991695
55388,0.5604579
55436,0.7801996
55484,0.41370377
55532,1.6850502
55580,1.8261371
55628,1.7199917
55676,0.13879898
55724,1.2816461
55772,-4.477068
55820,0.5604579
55868,1.2467047
55916,-0.106655985
55964,1.214393
56012,5.0268884
56060,1.8986918
56108,1.2816461
56156,1.214393
56204,0.37925225
56252,1.2467047
56300,-0.106655985
56348,1.2816461
56396,0.8125114
56444,1.2467047
56492,-3.1615431
56540,1.9608144
56588,1.214393
56636,0.34694052
56684,1.214393
56732,1.214393
56780,0.66022
56828,0.03664399
56876,0.5898838
56924,1.4032959
56972,0.6398319
57020,1.2467047
57068,0.7801996
57116,7.116409
57164,1.2467047
57212,-0.27156526
57260,0.5604579
57308,1.2467047
57356,-0.48310027
57404,0.6221956
57452,0.5898838
57500,0.5927697
57548,0.2983974
57596,0.34694052
57644,3.2517495
57692,0.5927697
57740,0.41370377
57788,0.7801996
57836,1.2467047
57884,-0.19725929
57932,-0.54760516
57980,1.2467047
58028,2.3463764
58076,1.214393
58124,-0.73995584
58172,-2.5889423
58220,0.7801996
58268,3.3878548
58316,0.7801996
58364,1.214393
58412,0.7801996
58460,1.214393
58508,1.2467047
58556,0.232032
58604,1.3522269
58652,0.18866698
58700,0.33070913
58748,-0.27156526
58796,1.2857983
58844,0.5604579
58892,-1.7594537
58940,0.7801996
58988,0.5604579
59036,3.0574498
59084,1.214393
59132,1.2467047
59180,0.2983974
59228,0.8125114
59276,1.7199917
59324,0.34694052
59372,-0.19725929
59420,2.9025035
59468,1.75976
59516,1.6850502
59564,-0.106655985
59612,1.6850502
59660,1.727782
59708,1.7199917
59756,1.3172854
59804,1.4337943
59852,1.7199917
59900,0.5898838
59948,-1.2081494
59996,0.6221956
60044,-0.48310027
60092,1.2467047
60140,2.1562555
60188,-0.041334026
60236,1.2467047
60284,-3.1615431
60332,1.4337943
60380,0.7801996
60428,1.2467047
60476,0.5898838
60524,0.8125114
60572,0.2983974
60620,2.0767028
60668,1.7199917
60716,-0.106655985
60764,1.2816461
60812,1.68768
60860,1.8021634
60908,3.1433144
60956,0.30114397
61004,1.8419317
61052,2.050799
61100,1.1698661
61148,1.4687357
61196,5.4993343
61244,1.2857983
61292,1.7199917
61340,-0.19725929
61388,1.7199917
61436,1.2816461
61484,0.2983974
61532,0.8125114
61580,1.7199917
61628,2.7495883
61676,1.8659054
61724,1.5446591
61772,1.2467047
61820,0.18866698
61868,1.2467047
61916,1.214393
61964,-0.33471492
62012,1.2467047
62060,0.090132
62108,1.7199917
62156,0.34694052
62204,-1.4922885
62252,2.331103
62300,0.42619023
62348,2.0177877
62396,-0.73995584
62444,-0.106655985
62492,1.2467047
62540,-0.57991695
62588,1.2467047
62636,0.090132
62684,-0.106655985
62732,1.2319778
62780,-1.4922885
62828,1.2467047
62876,-0.19725929
62924,0.7801996
62972,1.2467047
63020,-0.57991695
63068,-0.009022281
63116,-0.19725929
63164,-0.041334026
63212,0.8125114
63260,1.2467047
63308,-0.041334026
63356,0.71794015
63404,1.6850502
63452,-2.5889423
63500,-0.041334026
63548,-0.041334026
63596,0.7801996
63644,1.4337943
63692,0.2983974
63740,1.2565416
63788,-0.48310027
63836,-0.33471492
63884,0.090132
63932,0.5898838
63980,0.68562835
64028,0.62790823
64076,1.7199917
64124,3.3878548
64172,1.2467047
64220,0.7801996
64268,-0.8576277
64316,1.2467047
64364,1.2467047
64412,1.6850502
64460,-0.57991695
64508,0.2983974
64556,0.34694052
64604,1.2467047
64652,1.2467047
64700,-1.3104683
64748,-0.27156526
64796,1.2467047
64844,1.8021634
64892,1.2467047
64940,2.8145368
64988,0.41370377
65036,1.8021634
65084,0.5898838
65132,1.2467047
65180,1.214393
65228,1.7199917
65276,0.3938785
65324,-0.36578485
65372,0.18866698
65420,-0.106655985
65468,0.5898838
65516,1.2493345
65564,0.090132
65612,0.5927697
65660,1.2816461
65708,0.5898838
65756,-1.3454098
65804,-0.27156526
65852,0.33070913
65900,1.8261371
65948,-0.33471492
65996,-2.5889423
66044,-0.57991695
66092,-0.041334026
66140,0.2983974
66188,1.2467047
66236,1.2467047
66284,1.8419317
66332,1.8021634
66380,1.8021634
66428,-1.8344578
66476,-0.041334026
66524,0.7801996
66572,0.5604579
66620,1.214393
66668,4.4437957
66716,0.34694052
66764,1.2816461
66812,1.8021634
66860,0.5898838
66908,-0.48310027
66956,-0.57991695
67004,-0.07434425
67052,1.8021634
67100,2.648564
67148,1.2467047
67196,1.214393
67244,0.5898838
67292,1.2467047
67340,0.6221956
67388,-0.57991695
67436,1.7199917
67484,1.2467047
67532,-0.27156526
67580,-0.19725929
67628,0.5604579
67676,1.2467047
67724,4.2657857
67772,-1.4922885
67820,-0.33471492
67868,1.2816461
67916,1.8021634
67964,1.2857983
68012,-0.73995584
68060,1.2467047
68108,1.935616
68156,-0.19725929
68204,1.9705575
68252,1.2816461
68300,1.214393
68348,-0.73995584
68396,4.8907795
68444,0.5604579
68492,1.2467047
68540,1.286473
68588,6.6061854
68636,0.5604579
68684,-2.4420636
68732,2.1460202
68780,1.3122071
68828,1.7199917
68876,0.090132
68924,-0.27156526
68972,1.2467047
69020,1.2467047
69068,0.2983974
69116,0.2983974
69164,1.0282295
69212,-0.48310027
69260,-0.106655985
69308,0.5604579
69356,1.2467047
69404,1.7199917
69452,2.036968
69500,-0.041334026
69548,1.2467047
69596,5.045288
69644,1.4687357
69692,-0.106655985
69740,1.2467047
69788,0.78470343
69836,0.090132
69884,0.3938785
69932,-0.48310027
69980,1.4014826
70028,1.8021634
70076,0.7801996
70124,1.8637503
70172,1.8021634
70220,0.34694052
70268,-0.106655985
70316,1.2467047
70364,-0.48310027
70412,-0.36578485
70460,1.7199917
70508,-0.27156526
70556,-0.009022281
70604,0.7801996
70652,1.2467047
70700,0.7801996
70748,1.6527386
70796,1.8021634
70844,1.2816461
70892,-1.4922885
70940,1.2467047
70988,1.7199917
71036,2.1562555
71084,-0.8576277
71132,-0.57991695
71180,6.020293
71228,1.2816461
71276,0.7801996
71324,0.090132
71372,-0.48310027
71420,0.7801996
71468,3.3940864
71516,-0.27156526
71564,-0.041334026
71612,0.5927697
71660,1.8021634
71708,-0.0394028
71756,2.1562555
71804,1.2467047
71852,2.9606981
71900,-1.4922885
71948,1.2816461
71996,1.2467047
72044,0.7801996
72092,1.2467047
72140,0.78470343
72188,1.214393
72236,0.9314577
72284,1.214393
72332,1.0985656
72380,0.7801996
72428,1.2816461
72476,-0.48310027
72524,1.8021634
72572,0.34694052
72620,0.5898838
72668,0.4460155
72716,1.214393
72764,1.2467047
72812,1.2467047
72860,1.2467047
72908,0.090132
72956,0.34694052
73004,-0.106655985
73052,0.090132
73100,-0.57991695
73148,1.2467047
73196,0.89651626
73244,1.7199917
73292,1.8021634
73340,1.2508569
73388,1.2816461
73436,0.34694052
73484,1.7199917
73532,1.2467047
73580,0.7801996
73628,0.7801996
73676,1.2467047
73724,-0.041334026
73772,1.2467047
73820,-0.106655985
73868,0.5898838
73916,0.34694052
73964,1.2467047
74012,-3.1615431
74060,1.2467047
74108,0.090132
74156,1.727782
74204,-0.27156526
74252,0.5898838
74300,1.2467047
74348,1.2467047
74396,1.2467047
74444,0.5604579
